Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201302","Water - Precipitation - rain","2013-02-15","2013-02-01","2013-02-28","","-1.04","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-6.9","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","117.4","14.4",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201303","Water - Precipitation - rain","2013-03-15","2013-03-01","2013-03-31","rejected/evaporated: d18O: 0.44; d2H: -6.1; d-excess: -9.6","","","","","","","","103","12.3",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201304","Water - Precipitation - rain","2013-04-15","2013-04-01","2013-04-30","","-9.21","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-64.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","136.8","11.2",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201305","Water - Precipitation - rain","2013-05-15","2013-05-01","2013-05-31","","-8.17","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-57.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","232","9.6",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201306","Water - Precipitation - rain","2013-06-15","2013-06-01","2013-06-30","","-5.52","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-34.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","225","7.3",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201307","Water - Precipitation - rain","2013-07-15","2013-07-01","2013-07-31","","-4.18","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-21.8","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","175.2","6.2",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201308","Water - Precipitation - rain","2013-08-15","2013-08-01","2013-08-31","","-4.13","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-22","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","229","6.1",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201309","Water - Precipitation - rain","2013-09-15","2013-09-01","2013-09-30","rejected/evaporated: d18O: -0.83; d2H: -17.4; d-excess: -10.8","","","","","","","","135.4","7",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201310","Water - Precipitation - rain","2013-10-15","2013-10-01","2013-10-31","rejected/evaporated: d18O: -1.39; d2H: -13.5; d-excess: -2.4","","","","","","","","81.2","9.5",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201311","Water - Precipitation - rain","2013-11-15","2013-11-01","2013-11-30","rejected/evaporated: d18O: 1.35; d2H: 0.95; d-excess: -9.9","","","","","","","","75","11.2",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201312","Water - Precipitation - rain","2013-12-15","2013-12-01","2013-12-31","rejected/evaporated: d18O: -2.61; d2H: -21.1; d-excess: -0.2","","","","","","","","47.6","14",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201401","Water - Precipitation - rain","2014-01-15","2014-01-01","2014-01-31","Rejected value(s): d18O: -0.21 ‰, d2H: -3.8 ‰, d-excess: -2.1 ‰ (evaporated?)","","","","","","","","95.4","14.2",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201402","Water - Precipitation - rain","2014-02-15","2014-02-01","2014-02-28","Rejected value(s): d18O: 1.84 ‰, d2H: 11.2 ‰, d-excess: -3.5 ‰ (evaporated?)","","","","","","","","60.2","13.5",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201403","Water - Precipitation - rain","2014-03-15","2014-03-01","2014-03-31","","-2.45","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-13.5","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","105.8","11",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201404","Water - Precipitation - rain","2014-04-15","2014-04-01","2014-04-30","","-4.87","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-28.1","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","154.8","9.2",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201405","Water - Precipitation - rain","2014-05-15","2014-05-01","2014-05-31","","-5.62","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-32.5","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","190","8.9",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201406","Water - Precipitation - rain","2014-06-15","2014-06-01","2014-06-30","","-14.49","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-101.1","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","238.4","6.7",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201407","Water - Precipitation - rain","2014-07-15","2014-07-01","2014-07-31","","-7.69","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-55.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","202.2","6.9",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201408","Water - Precipitation - rain","2014-08-15","2014-08-01","2014-08-31","Rejected value(s): d18O: -5.37 ‰, d2H: -47.0 ‰, d-excess: -4.0 ‰ (evaporated?)","","","","","","","","122.6","8.1",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201409","Water - Precipitation - rain","2014-09-15","2014-09-01","2014-09-30","","-5.44","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-36.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","138.4","8.3",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201410","Water - Precipitation - rain","2014-10-15","2014-10-01","2014-10-31","","-5.47","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-28.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","103.2","9.7",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201411","Water - Precipitation - rain","2014-11-15","2014-11-01","2014-11-30","","0.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","12","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","52","11.3",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201412","Water - Precipitation - rain","2014-12-15","2014-12-01","2014-12-31","Rejected value(s): d18O: 2.48 ‰, d2H: 11.7 ‰, d-excess: -8.1 ‰ (evaporated?)","","","","","","","","44.8","13",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201501","Water - Precipitation - rain","2015-01-15","2015-01-01","2015-01-31","","-4.82","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-30.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","9.6","20.7",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201502","Water - Precipitation - rain","2015-02-15","2015-02-01","2015-02-28","","-5.95","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-34","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","25.6","19.9",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201503","Water - Precipitation - rain","2015-03-15","2015-03-01","2015-03-31","","-4.32","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-22.7","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","55.6","20.1",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201504","Water - Precipitation - rain","2015-04-15","2015-04-01","2015-04-30","","-5.21","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-34.5","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","99","16.1",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201505","Water - Precipitation - rain","2015-05-15","2015-05-01","2015-05-31","","-4.87","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-27.1","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","224.6","13.6",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201506","Water - Precipitation - rain","2015-06-15","2015-06-01","2015-06-30","","-5.18","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-30","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","164.8","10.5",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201507","Water - Precipitation - rain","2015-07-15","2015-07-01","2015-07-31","","-6.98","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-46.2","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","270.9","10.4",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201508","Water - Precipitation - rain","2015-08-15","2015-08-01","2015-08-31","","-8.04","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-55.1","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","264.6","11.1",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201509","Water - Precipitation - rain","2015-09-15","2015-09-01","2015-09-30","","-5.97","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-40.3","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","80.8","12.1",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201510","Water - Precipitation - rain","2015-10-15","2015-10-01","2015-10-31","Rejected value(s): d18O: -2.88 ‰, d2H: -19.2 ‰, d-excess: 3.8 ‰ (evaporated?)","","","","","","","","64","15.4",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201511","Water - Precipitation - rain","2015-11-15","2015-11-01","2015-11-30","","-5.64","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-31.1","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","101","16.6",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201512","Water - Precipitation - rain","2015-12-15","2015-12-01","2015-12-31","Rejected value(s): d18O: -0.05 ‰, d2H: -0.8 ‰, d-excess: -0.4 ‰ (evaporated?)","","","","","","","","72.4","19.2",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201601","Water - Precipitation - rain","2016-01-15","2016-01-01","2016-01-31","Rejected value(s): d18O: -3.47 ‰, d2H: -34.8 ‰, d-excess: -7.0 ‰ (evaporated?).","","","","","","","","18.6","15.6",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201602","Water - Precipitation - rain","2016-02-15","2016-02-01","2016-02-29","Rejected value(s): d18O: 3.68 ‰, d2H: 4.6 ‰, d-excess: -24.8 ‰ (evaporated?).","","","","","","","","39.4","14.4",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201603","Water - Precipitation - rain","2016-03-15","2016-03-01","2016-03-31","","-4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-31.6","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","37.8","12.6",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201604","Water - Precipitation - rain","2016-04-15","2016-04-01","2016-04-30","","-6.77","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-46.4","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","127.6","8.7",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201605","Water - Precipitation - rain","2016-05-15","2016-05-01","2016-05-31","","-6.73","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-50.6","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","29.8","9.7",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201606","Water - Precipitation - rain","2016-06-15","2016-06-01","2016-06-30","","-6.28","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","-41.6","Comisión Chilena Energía Nuclear, CCHEN Laboratorio Isótopos ambientales","","","","45","6.4",""
"GNIP","GNIP/M/CL/01","PUERTO MONTT (LA CHAMIZA)","CL","8580100","-41.47","-72.93","13","Precipitation collectors - unknown","[Partners: Direccion Meteorologica de Chile, CCHEN]","201607","Water - Precipitation - rain","2016-07-15","2016-07-01","2016-07-31","","-7.88","International Atomic Energy Agency","-55","International Atomic Energy Agency","","","","129","6.6",""
