Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199706","Water - Precipitation - rain","1997-06-15","1997-06-01","1997-06-30","","-2.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-24.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","128","4.9","7.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199707","Water - Precipitation - rain","1997-07-15","1997-07-01","1997-07-31","","-4.34","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-28.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","205","5.4","7.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199708","Water - Precipitation - rain","1997-08-15","1997-08-01","1997-08-31","","-6.22","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-41.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","244","4.7","7.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199709","Water - Precipitation - rain","1997-09-15","1997-09-01","1997-09-30","","-2.51","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-17.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","125","5.3","7.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199710","Water - Precipitation - rain","1997-10-15","1997-10-01","1997-10-31","","-3.46","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-23.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","132","6.2","8.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199711","Water - Precipitation - rain","1997-11-15","1997-11-01","1997-11-30","","-3.62","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-21.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","82","5.9","8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199712","Water - Precipitation - rain","1997-12-15","1997-12-01","1997-12-31","","-3.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-20.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","262","7.7","9.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199801","Water - Precipitation - unspecified (not reported)","1998-01-15","1998-01-01","1998-01-31","","-4.37","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-27.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","176","8.6","9.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199802","Water - Precipitation - unspecified (not reported)","1998-02-15","1998-02-01","1998-02-28","","-2.85","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-20.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","128","8","8.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199803","Water - Precipitation - unspecified (not reported)","1998-03-15","1998-03-01","1998-03-31","","-3.75","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-19.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","171","8.1","9.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199804","Water - Precipitation - unspecified (not reported)","1998-04-15","1998-04-01","1998-04-30","","-4.99","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-26.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","189","7.4","8.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199805","Water - Precipitation - unspecified (not reported)","1998-05-15","1998-05-01","1998-05-31","","-5.74","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-33.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","174","5.9","7.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199806","Water - Precipitation - unspecified (not reported)","1998-06-15","1998-06-01","1998-06-30","","-6.05","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-36.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","244","4.8","7.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199807","Water - Precipitation - unspecified (not reported)","1998-07-15","1998-07-01","1998-07-31","","-7.12","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-45.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","191","4.6","7.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199808","Water - Precipitation - unspecified (not reported)","1998-08-15","1998-08-01","1998-08-31","","-5.58","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-31.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","181","4.2","7.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199809","Water - Precipitation - unspecified (not reported)","1998-09-15","1998-09-01","1998-09-30","","-5.49","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-32.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","195","4.1","7.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199810","Water - Precipitation - unspecified (not reported)","1998-10-15","1998-10-01","1998-10-31","","-4.74","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-28.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","203","5.6","7.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199811","Water - Precipitation - unspecified (not reported)","1998-11-15","1998-11-01","1998-11-30","","-4.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-25.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","188","7.7","8.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199812","Water - Precipitation - unspecified (not reported)","1998-12-15","1998-12-01","1998-12-31","","-4.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-20.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","111","8.2","9.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199901","Water - Precipitation - unspecified (not reported)","1999-01-15","1999-01-01","1999-01-31","","-4.11","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-20.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","4.6","0.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","200","9.1","10.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199902","Water - Precipitation - unspecified (not reported)","1999-02-15","1999-02-01","1999-02-28","","-4.69","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-26","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","4.2","0.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","159","8.4","10.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199903","Water - Precipitation - unspecified (not reported)","1999-03-15","1999-03-01","1999-03-31","","-4.01","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-23.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","4.7","0.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","119","8.9","10.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199904","Water - Precipitation - unspecified (not reported)","1999-04-15","1999-04-01","1999-04-30","","","","-20.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","4.6","0.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","138","8","8.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199905","Water - Precipitation - unspecified (not reported)","1999-05-15","1999-05-01","1999-05-31","","","","","","","","","175","5.6","7.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199906","Water - Precipitation - unspecified (not reported)","1999-06-15","1999-06-01","1999-06-30","","-5.58","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-33.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","3.6","0.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","188.8","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199907","Water - Precipitation - unspecified (not reported)","1999-07-15","1999-07-01","1999-07-31","","-5.09","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-29.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","4","0.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","190","5.8","7.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199908","Water - Precipitation - unspecified (not reported)","1999-08-15","1999-08-01","1999-08-31","","-4.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-25","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","9.8","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","98","4.5","6.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199909","Water - Precipitation - unspecified (not reported)","1999-09-15","1999-09-01","1999-09-30","","-0.11","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-16.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","18.4","1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","166","5","6.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199910","Water - Precipitation - unspecified (not reported)","1999-10-15","1999-10-01","1999-10-31","","1.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","13.4","0.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","126","6.1","6.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199911","Water - Precipitation - unspecified (not reported)","1999-11-15","1999-11-01","1999-11-30","","2.02","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-11.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","7.9","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","164","6.7","7.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199912","Water - Precipitation - unspecified (not reported)","1999-12-15","1999-12-01","1999-12-31","","1.49","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-5.19","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","8.3","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","158","6.9","7.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200001","Water - Precipitation - rain","2000-01-15","2000-01-01","2000-01-31","","0.45","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-10.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","4.6","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","169","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200002","Water - Precipitation - rain","2000-02-15","2000-02-01","2000-02-29","","-0.07","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-12","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","5.1","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","120.3","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200003","Water - Precipitation - rain","2000-03-15","2000-03-01","2000-03-31","","0.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-10.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","5.1","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","244","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200004","Water - Precipitation - rain","2000-04-15","2000-04-01","2000-04-30","","","","","","","","","126","8.1","8.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200005","Water - Precipitation - rain","2000-05-15","2000-05-01","2000-05-31","","","","","","","","","127","7.4","7.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200006","Water - Precipitation - rain","2000-06-15","2000-06-01","2000-06-30","","","","","","","","","123","6","7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200007","Water - Precipitation - rain","2000-07-15","2000-07-01","2000-07-31","","","","","","","","","146","5.7","7.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200008","Water - Precipitation - rain","2000-08-15","2000-08-01","2000-08-31","","","","","","","","","189","4.2","5.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200009","Water - Precipitation - rain","2000-09-15","2000-09-01","2000-09-30","","","","","","","","","209","3.5","5.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200010","Water - Precipitation - rain","2000-10-15","2000-10-01","2000-10-31","","","","","","","","","98","4.6","6.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200011","Water - Precipitation - rain","2000-11-15","2000-11-01","2000-11-30","","","","","","","","","165","7.4","8.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200012","Water - Precipitation - rain","2000-12-15","2000-12-01","2000-12-31","","","","","","","","","172","6.4","7.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200101","Water - Precipitation - rain","2001-01-15","2001-01-01","2001-01-31","","-3.71","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-21.47","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","244.4","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200102","Water - Precipitation - rain","2001-02-15","2001-02-01","2001-02-28","","-4.25","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-24.56","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","119.3","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200103","Water - Precipitation - rain","2001-03-15","2001-03-01","2001-03-31","","-4.54","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-25.91","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","112.1","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200104","Water - Precipitation - rain","2001-04-15","2001-04-01","2001-04-30","","-6.81","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-47.08","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","167.6","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200105","Water - Precipitation - rain","2001-05-15","2001-05-01","2001-05-31","","-5.62","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-33.41","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","162.7","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200106","Water - Precipitation - rain","2001-06-15","2001-06-01","2001-06-30","","-4.54","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-26.79","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","169.4","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200107","Water - Precipitation - rain","2001-07-15","2001-07-01","2001-07-31","","-5.06","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-28.44","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","146.6","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200108","Water - Precipitation - rain","2001-08-15","2001-08-01","2001-08-31","","-5.76","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-35.88","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","116.3","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200109","Water - Precipitation - rain","2001-09-15","2001-09-01","2001-09-30","","-6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-36.81","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","230","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200110","Water - Precipitation - rain","2001-10-15","2001-10-01","2001-10-31","","-4.82","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-25.49","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","156.2","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200111","Water - Precipitation - rain","2001-11-15","2001-11-01","2001-11-30","","-4.87","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-29.96","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","191.5","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200112","Water - Precipitation - rain","2001-12-15","2001-12-01","2001-12-31","","-4.66","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","-28.24","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","191.8","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200901","Water - Precipitation - rain","2009-01-15","2009-01-01","2009-01-31","","","","","","","","","88","7.3",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200902","Water - Precipitation - rain","2009-02-15","2009-02-01","2009-02-28","","","","","","","","","141","8.4",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200903","Water - Precipitation - rain","2009-03-15","2009-03-01","2009-03-31","","","","","","","","","242","7.5",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200904","Water - Precipitation - rain","2009-04-15","2009-04-01","2009-04-30","","-4.89","iThemba Labs Gauteng, EIG","-36.74","iThemba Labs Gauteng, EIG","623.2","15.1","iThemba Labs Gauteng, EIG","115","5.8",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200905","Water - Precipitation - rain","2009-05-15","2009-05-01","2009-05-31","","-4.16","iThemba Labs Gauteng, EIG","-24.75","iThemba Labs Gauteng, EIG","220.6","6.1","iThemba Labs Gauteng, EIG","123","5.3",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200906","Water - Precipitation - rain","2009-06-15","2009-06-01","2009-06-30","","-4.51","iThemba Labs Gauteng, EIG","-30.47","iThemba Labs Gauteng, EIG","127.1","3.9","iThemba Labs Gauteng, EIG","134","4.9",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200907","Water - Precipitation - rain","2009-07-15","2009-07-01","2009-07-31","","-4.02","iThemba Labs Gauteng, EIG","-25.35","iThemba Labs Gauteng, EIG","86.8","2.9","iThemba Labs Gauteng, EIG","133","3.5",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200908","Water - Precipitation - rain","2009-08-15","2009-08-01","2009-08-31","","-2.43","iThemba Labs Gauteng, EIG","-10.58","iThemba Labs Gauteng, EIG","69.5","2.5","iThemba Labs Gauteng, EIG","131","5",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200909","Water - Precipitation - rain","2009-09-15","2009-09-01","2009-09-30","","-3.66","iThemba Labs Gauteng, EIG","-24.82","iThemba Labs Gauteng, EIG","57.5","2.1","iThemba Labs Gauteng, EIG","102","3.3",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","200910","Water - Precipitation - rain","2009-10-15","2009-10-01","2009-10-31","","-3.38","iThemba Labs Gauteng, EIG","-22.56","iThemba Labs Gauteng, EIG","36.6","1.5","iThemba Labs Gauteng, EIG","168","4.1",""
