Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197201","Water - Precipitation - rain","1972-01-15","1972-01-01","1972-01-31","","","","","","","","","205","7.8","8.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197202","Water - Precipitation - rain","1972-02-15","1972-02-01","1972-02-29","","","","","","","","","314","7.5","8.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197203","Water - Precipitation - rain","1972-03-15","1972-03-01","1972-03-31","","-4.18","Quaternary Dating Research Unit, CSIR","-28.8","Quaternary Dating Research Unit, CSIR","11.2","1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","241","7.9","9.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197204","Water - Precipitation - rain","1972-04-15","1972-04-01","1972-04-30","","-4.98","Quaternary Dating Research Unit, CSIR","-27.1","Quaternary Dating Research Unit, CSIR","13.6","1.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","236","6","8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197205","Water - Precipitation - rain","1972-05-15","1972-05-01","1972-05-31","","-4.05","Quaternary Dating Research Unit, CSIR","-27.2","Quaternary Dating Research Unit, CSIR","8.3","1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","229","5.3","7.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197206","Water - Precipitation - rain","1972-06-15","1972-06-01","1972-06-30","","-4.66","Quaternary Dating Research Unit, CSIR","-31.8","Quaternary Dating Research Unit, CSIR","9.6","1.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","231","5.8","8.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197207","Water - Precipitation - rain","1972-07-15","1972-07-01","1972-07-31","","-5.97","Quaternary Dating Research Unit, CSIR","-35.4","Quaternary Dating Research Unit, CSIR","16.5","1.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","246","3","6.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197208","Water - Precipitation - rain","1972-08-15","1972-08-01","1972-08-31","","-3.6","Quaternary Dating Research Unit, CSIR","-24.7","Quaternary Dating Research Unit, CSIR","13.8","1.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","192","2.9","6.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197209","Water - Precipitation - rain","1972-09-15","1972-09-01","1972-09-30","","-5.4","Quaternary Dating Research Unit, CSIR","-38.1","Quaternary Dating Research Unit, CSIR","25.8","2.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","154","4","6.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197210","Water - Precipitation - rain","1972-10-15","1972-10-01","1972-10-31","","-4.22","Quaternary Dating Research Unit, CSIR","-31.6","Quaternary Dating Research Unit, CSIR","8.8","1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","226","4.5","6.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197211","Water - Precipitation - rain","1972-11-15","1972-11-01","1972-11-30","","-1.61","Quaternary Dating Research Unit, CSIR","-28.6","Quaternary Dating Research Unit, CSIR","12","1.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","201","6.9","8.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197212","Water - Precipitation - rain","1972-12-15","1972-12-01","1972-12-31","","-7.07","Quaternary Dating Research Unit, CSIR","-56.4","Quaternary Dating Research Unit, CSIR","17.5","1.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","216","5.8","7.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197301","Water - Precipitation - rain","1973-01-15","1973-01-01","1973-01-31","","-3.46","Quaternary Dating Research Unit, CSIR","-24.3","Quaternary Dating Research Unit, CSIR","12","1.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","191","6.9","8.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197302","Water - Precipitation - rain","1973-02-15","1973-02-01","1973-02-28","","-2.63","Quaternary Dating Research Unit, CSIR","-15.9","Quaternary Dating Research Unit, CSIR","12.2","1.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","103","8.5","9.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197303","Water - Precipitation - rain","1973-03-15","1973-03-01","1973-03-31","","","","","","","","","226","7.8","9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197304","Water - Precipitation - rain","1973-04-15","1973-04-01","1973-04-30","","-3.21","Quaternary Dating Research Unit, CSIR","","","18.3","1.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","227","6.7","8.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197305","Water - Precipitation - rain","1973-05-15","1973-05-01","1973-05-31","","-4.28","Quaternary Dating Research Unit, CSIR","-28.5","Quaternary Dating Research Unit, CSIR","11.4","1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","194","4.5","8.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197306","Water - Precipitation - rain","1973-06-15","1973-06-01","1973-06-30","","-5.2","Quaternary Dating Research Unit, CSIR","-29.3","Quaternary Dating Research Unit, CSIR","13","1.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","104","4.7","7.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197307","Water - Precipitation - rain","1973-07-15","1973-07-01","1973-07-31","","-4.13","Quaternary Dating Research Unit, CSIR","-14.6","Quaternary Dating Research Unit, CSIR","13.1","1.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","211","4.9","7.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197308","Water - Precipitation - rain","1973-08-15","1973-08-01","1973-08-31","","-4.97","Quaternary Dating Research Unit, CSIR","-31.5","Quaternary Dating Research Unit, CSIR","15.2","1.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","170","3.8","6.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197309","Water - Precipitation - rain","1973-09-15","1973-09-01","1973-09-30","","-4.05","Quaternary Dating Research Unit, CSIR","-24.1","Quaternary Dating Research Unit, CSIR","18.6","1.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","132","3.1","6.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197310","Water - Precipitation - rain","1973-10-15","1973-10-01","1973-10-31","","-4.69","Quaternary Dating Research Unit, CSIR","-25.4","Quaternary Dating Research Unit, CSIR","15.2","1.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","181","3.8","6.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197311","Water - Precipitation - rain","1973-11-15","1973-11-01","1973-11-30","","-5.4","Quaternary Dating Research Unit, CSIR","-35.9","Quaternary Dating Research Unit, CSIR","17.4","1.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","204","4","6.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197312","Water - Precipitation - rain","1973-12-15","1973-12-01","1973-12-31","","-4.59","Quaternary Dating Research Unit, CSIR","-17.7","Quaternary Dating Research Unit, CSIR","17","1.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","168","6.3","7.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197401","Water - Precipitation - rain","1974-01-15","1974-01-01","1974-01-31","","-3.48","Quaternary Dating Research Unit, CSIR","-4","Quaternary Dating Research Unit, CSIR","17.3","1.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","170","6.8","8.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197402","Water - Precipitation - rain","1974-02-15","1974-02-01","1974-02-28","","-3.41","Quaternary Dating Research Unit, CSIR","","","13.8","1.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","158","7.2","8.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197403","Water - Precipitation - rain","1974-03-15","1974-03-01","1974-03-31","","-3.69","Quaternary Dating Research Unit, CSIR","-13.3","Quaternary Dating Research Unit, CSIR","8.9","1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","138","7.1","8.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197404","Water - Precipitation - rain","1974-04-15","1974-04-01","1974-04-30","","-2.68","Quaternary Dating Research Unit, CSIR","-9.1","Quaternary Dating Research Unit, CSIR","10.3","0.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","134","6.3","8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197405","Water - Precipitation - rain","1974-05-15","1974-05-01","1974-05-31","","-6.22","Quaternary Dating Research Unit, CSIR","","","9.3","1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","277","5.6","8.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197406","Water - Precipitation - rain","1974-06-15","1974-06-01","1974-06-30","","-3.94","Quaternary Dating Research Unit, CSIR","","","7.2","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","217","5.4","8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197407","Water - Precipitation - rain","1974-07-15","1974-07-01","1974-07-31","","-4.4","Quaternary Dating Research Unit, CSIR","","","11.7","1.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","185","4.4","7.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197408","Water - Precipitation - rain","1974-08-15","1974-08-01","1974-08-31","","-5.75","Quaternary Dating Research Unit, CSIR","","","20.6","2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","156","3.3","6.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197409","Water - Precipitation - rain","1974-09-15","1974-09-01","1974-09-30","","-5.79","Quaternary Dating Research Unit, CSIR","","","10.8","3.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","118","4.1","7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197410","Water - Precipitation - rain","1974-10-15","1974-10-01","1974-10-31","","-4.5","Quaternary Dating Research Unit, CSIR","","","12.9","1.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","190","5","7.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197411","Water - Precipitation - rain","1974-11-15","1974-11-01","1974-11-30","","-8.42","Quaternary Dating Research Unit, CSIR","","","13.5","1.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","151","4.9","7.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197412","Water - Precipitation - rain","1974-12-15","1974-12-01","1974-12-31","","-7.15","Quaternary Dating Research Unit, CSIR","","","8.3","0.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","189","6.1","7.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197501","Water - Precipitation - rain","1975-01-15","1975-01-01","1975-01-31","","-6.28","Quaternary Dating Research Unit, CSIR","","","15.3","1.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","241","6.1","7.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197502","Water - Precipitation - rain","1975-02-15","1975-02-01","1975-02-28","","","","","","9.8","0.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","238","7","8.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197503","Water - Precipitation - rain","1975-03-15","1975-03-01","1975-03-31","","-8.8","Quaternary Dating Research Unit, CSIR","","","9.2","0.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","196","6.5","8.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197504","Water - Precipitation - rain","1975-04-15","1975-04-01","1975-04-30","","-4.89","Quaternary Dating Research Unit, CSIR","","","9.8","0.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","298","5.6","7.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197505","Water - Precipitation - rain","1975-05-15","1975-05-01","1975-05-31","","-5.97","Quaternary Dating Research Unit, CSIR","","","8.5","0.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","189","4.2","7.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197506","Water - Precipitation - rain","1975-06-15","1975-06-01","1975-06-30","","-4.08","Quaternary Dating Research Unit, CSIR","","","7.3","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","197","4.6","7.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197507","Water - Precipitation - rain","1975-07-15","1975-07-01","1975-07-31","","-5.57","Quaternary Dating Research Unit, CSIR","-35.9","Quaternary Dating Research Unit, CSIR","10.3","0.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","264","3.6","6.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197508","Water - Precipitation - rain","1975-08-15","1975-08-01","1975-08-31","","-5.79","Quaternary Dating Research Unit, CSIR","-41.3","Quaternary Dating Research Unit, CSIR","11.1","1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","242","3.4","6.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197509","Water - Precipitation - rain","1975-09-15","1975-09-01","1975-09-30","","-5","Quaternary Dating Research Unit, CSIR","-33.8","Quaternary Dating Research Unit, CSIR","16.4","1.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","190","3.6","6.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197510","Water - Precipitation - rain","1975-10-15","1975-10-01","1975-10-31","","-6.17","Quaternary Dating Research Unit, CSIR","-22.6","Quaternary Dating Research Unit, CSIR","11.2","1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","205","5.2","7.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197511","Water - Precipitation - rain","1975-11-15","1975-11-01","1975-11-30","","-4.4","Quaternary Dating Research Unit, CSIR","-44.6","Quaternary Dating Research Unit, CSIR","18.7","1.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","242","6","7.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197512","Water - Precipitation - rain","1975-12-15","1975-12-01","1975-12-31","","-7.72","Quaternary Dating Research Unit, CSIR","-57","Quaternary Dating Research Unit, CSIR","13.1","1.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","184","6.2","8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197601","Water - Precipitation - rain","1976-01-15","1976-01-01","1976-01-31","","-4.99","Quaternary Dating Research Unit, CSIR","-28.8","Quaternary Dating Research Unit, CSIR","11.5","1.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","235","7.7","8.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197602","Water - Precipitation - rain","1976-02-15","1976-02-01","1976-02-29","","-5.05","Quaternary Dating Research Unit, CSIR","-36.5","Quaternary Dating Research Unit, CSIR","9.4","0.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","210","8.6","9.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197603","Water - Precipitation - rain","1976-03-15","1976-03-01","1976-03-31","","-6.74","Quaternary Dating Research Unit, CSIR","-44.8","Quaternary Dating Research Unit, CSIR","8.5","0.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","264","7.4","8.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197604","Water - Precipitation - rain","1976-04-15","1976-04-01","1976-04-30","","-6.71","Quaternary Dating Research Unit, CSIR","","","10.7","1.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","148","6.1","7.8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197605","Water - Precipitation - rain","1976-05-15","1976-05-01","1976-05-31","","-4.21","Quaternary Dating Research Unit, CSIR","","","8","1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","207","5.5","7.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197606","Water - Precipitation - rain","1976-06-15","1976-06-01","1976-06-30","","-4.98","Quaternary Dating Research Unit, CSIR","","","10.2","1.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","165","4.9","7.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197607","Water - Precipitation - rain","1976-07-15","1976-07-01","1976-07-31","","-5.48","Quaternary Dating Research Unit, CSIR","","","7.1","0.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","237","2.9","6.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197608","Water - Precipitation - rain","1976-08-15","1976-08-01","1976-08-31","","-4.63","Quaternary Dating Research Unit, CSIR","","","9.1","1.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","241","3.5","6.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197609","Water - Precipitation - rain","1976-09-15","1976-09-01","1976-09-30","","-5.5","Quaternary Dating Research Unit, CSIR","","","16.1","1.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","146","3.8","6.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197610","Water - Precipitation - rain","1976-10-15","1976-10-01","1976-10-31","","-5.64","Quaternary Dating Research Unit, CSIR","","","13.1","1.4","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","128","3.7","6.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197611","Water - Precipitation - rain","1976-11-15","1976-11-01","1976-11-30","","-6.47","Quaternary Dating Research Unit, CSIR","","","","","","192","4.9","7.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197612","Water - Precipitation - rain","1976-12-15","1976-12-01","1976-12-31","","-7.88","Quaternary Dating Research Unit, CSIR","","","11.9","1.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","181","5.5","8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197701","Water - Precipitation - rain","1977-01-15","1977-01-01","1977-01-31","","-4.23","Quaternary Dating Research Unit, CSIR","","","11.4","1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","268","7.4","8.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197702","Water - Precipitation - rain","1977-02-15","1977-02-01","1977-02-28","","-3.05","Quaternary Dating Research Unit, CSIR","","","6.7","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","199","8","9.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197703","Water - Precipitation - rain","1977-03-15","1977-03-01","1977-03-31","","-5.12","Quaternary Dating Research Unit, CSIR","","","8.1","0.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","327","7.3","8.9"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197704","Water - Precipitation - rain","1977-04-15","1977-04-01","1977-04-30","","-3.81","Quaternary Dating Research Unit, CSIR","","","7","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","144","5.3","7.7"
